Customer Lifetime Value,Response,EmploymentStatus,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Total Claim Amount
9816.528302,Yes,Employed,37256,62,15,7,128.969729
37243.63312,No,Employed,53602,115,15,60,295.335363
4122.964632,No,Medical Leave,24732,107,18,44,72.771554
2556.609217,No,Employed,23867,65,6,99,312
17253.72944,No,Unemployed,0,124,2,85,928.817071
36181.02892,No,Unemployed,0,180,15,87,864
8427.172486,Yes,Employed,46503,215,4,21,1032
2348.028868,No,Unemployed,0,63,21,61,453.6
23675.02939,No,Employed,46268,199,34,17,842.000858
4089.463358,No,Employed,60759,104,20,85,499.2
2483.67134,No,Employed,75615,65,16,39,156.54837
5278.183759,No,Employed,73742,68,10,60,27.210992
13727.79972,Yes,Unemployed,0,126,12,4,604.8
10963.95723,Yes,Employed,55687,276,33,91,1324.8
5555.830205,Yes,Employed,74015,72,12,61,471.443077
3261.01744,No,Unemployed,0,93,29,63,669.6
11029.92619,No,Employed,37056,92,12,7,441.6
4770.550911,Yes,Medical Leave,12964,65,2,37,362.774545
2734.328157,No,Employed,30916,70,6,50,21.143072
3748.14406,No,Unemployed,0,106,24,27,508.8
4770.550911,Yes,Medical Leave,12964,65,2,37,362.774545
8509.850887,Yes,Disabled,26057,74,3,63,523.888845
5421.04863,No,Disabled,29981,71,4,9,340.8
2916.41746,No,Employed,85210,74,23,76,100.517679
13363.52356,No,Employed,86653,111,14,5,277.201278
3974.858481,No,Unemployed,0,113,1,61,542.4
14710.43268,No,Disabled,22872,131,14,18,754.845659
5936.344043,No,Employed,42889,74,31,18,177.321283
2862.180262,No,Employed,74034,72,20,64,267.415871
8427.172486,Yes,Employed,46503,215,4,21,1032
8622.835375,Yes,Employed,97361,73,6,85,350.4
2300.691547,Yes,Retired,25905,63,21,12,302.4
10056.5083,No,Disabled,16097,139,7,6,1000.8
9118.148093,No,Employed,56446,114,2,8,547.2
5507.242176,No,Medical Leave,11343,72,14,78,154.750098
10972.06778,Yes,Employed,24164,137,2,40,657.6
7840.165778,Yes,Employed,58414,210,7,24,1008
5504.139033,Yes,Unemployed,0,73,18,45,350.4
4792.810444,No,Disabled,24395,62,35,99,357.109603
4187.77657,No,Employed,52471,103,35,57,163.955502
2718.375247,No,Employed,30009,68,28,56,317.428826
8257.666512,Yes,Disabled,23815,73,4,47,424.330166
12663.59666,No,Employed,27739,104,16,22,3.200851
2647.519741,Yes,Employed,37876,69,13,15,300.056383
4830.908873,No,Unemployed,0,72,3,64,345.6
4558.428807,No,Medical Leave,14665,61,6,82,292.8
2127.92357,No,Unemployed,0,61,11,6,31.481852
2546.866098,No,Employed,86595,63,1,77,445.621906
4992.920887,No,Disabled,24368,68,34,54,326.4
12741.84754,Yes,Employed,73054,106,34,36,419.365958
7863.02773,No,Unemployed,0,72,9,28,732.352745
5131.360525,No,Employed,50994,128,16,48,346.387342
2275.401583,No,Unemployed,0,64,23,66,460.8
60556.19213,No,Unemployed,0,204,35,45,979.2
2356.074955,No,Unemployed,0,63,22,94,302.4
28824.06193,No,Unemployed,0,87,13,3,626.4
4978.950257,No,Employed,28695,64,17,87,221.241837
6521.368813,Yes,Employed,72608,82,26,19,393.6
7564.611951,No,Employed,48381,63,2,71,302.4
11631.87866,No,Unemployed,0,152,8,94,1082.814636
7180.283897,No,Unemployed,0,104,30,96,1210.245916
12168.74492,Yes,Retired,14973,115,2,75,828
2248.449633,Yes,Retired,24910,63,7,63,347.857619
2530.332,No,Employed,50577,63,2,8,12.444326
4653.094259,No,Unemployed,0,70,1,4,585.482275
2354.322179,No,Disabled,26184,62,1,92,297.6
8417.159538,No,Employed,20215,112,10,8,537.6
5717.743109,No,Employed,68342,72,33,39,148.738098
4623.536706,No,Unemployed,0,133,18,2,957.6
6521.368813,Yes,Employed,72608,82,26,19,393.6
5507.155471,No,Employed,74960,69,11,44,107.985836
2674.730716,Yes,Employed,56342,69,12,89,331.2
5817.832355,No,Employed,86824,72,1,76,189.096179
4646.387267,No,Employed,37530,117,26,58,561.6
2226.589837,No,Unemployed,0,62,19,26,297.6
7651.099258,No,Employed,53330,65,8,57,224.093027
2305.056048,No,Unemployed,0,63,33,34,327.685301
11960.47577,No,Employed,52436,76,3,38,109.476994
11315.20373,Yes,Disabled,11885,101,18,39,484.8
7212.523911,No,Unemployed,0,97,26,25,498.779439
5255.576016,No,Employed,44536,137,12,22,46.949646
4794.96419,No,Employed,82763,61,28,78,245.163042
2659.70565,Yes,Unemployed,0,87,4,4,420.041981
27643.23508,No,Employed,63401,113,21,15,52.336233
10083.48688,Yes,Retired,11828,90,18,84,571.479602
5687.897911,No,Employed,99747,72,28,87,61.536107
3059.426954,No,Unemployed,0,88,26,73,633.6
4945.072236,No,Employed,78796,61,15,3,292.8
8609.158215,Yes,Employed,79090,107,2,74,289.040734
5157.053124,No,Employed,43906,65,6,53,468
3748.99343,No,Employed,82189,94,20,17,354.081091
7462.926263,Yes,Employed,70263,93,30,66,7.345946
15063.50118,No,Disabled,19132,207,25,15,1008.569798
9657.579498,Yes,Unemployed,0,131,34,61,628.8
2799.470318,No,Employed,78127,69,5,6,136.172569
2759.978287,Yes,Employed,92296,69,4,65,331.2
5392.499539,No,Unemployed,0,74,19,8,317.109447
5392.502531,No,Employed,80550,68,16,67,265.516965
3574.990725,No,Employed,51950,89,34,90,429.171384
5608.172012,No,Disabled,20392,73,23,85,350.4
4754.653816,No,Employed,30886,61,8,36,8.315904
2239.647297,No,Unemployed,0,66,2,76,475.2
7356.383518,No,Employed,33089,61,10,61,292.8
13283.86446,No,Unemployed,0,132,20,22,950.4
6893.171997,No,Unemployed,0,68,8,72,326.4
3966.129505,No,Employed,72439,100,5,22,480
16548.85665,No,Employed,81639,82,33,26,47.952426
5447.201066,No,Employed,68815,68,29,37,114.743385
4644.90392,No,Unemployed,0,63,0,42,94.958688
5318.89664,Yes,Employed,25134,67,3,0,321.6
2491.257604,Yes,Medical Leave,25965,65,23,27,329.206567
12296.49757,No,Employed,55193,105,8,22,504
6273.911874,Yes,Retired,18577,86,21,76,412.8
6366.225775,Yes,Employed,44368,80,5,72,384
6005.847375,Yes,Retired,13528,86,21,35,412.8
11981.98481,Yes,Retired,21514,62,0,59,257.248789
11885.96797,No,Unemployed,0,105,7,20,756
17109.39447,No,Employed,87139,213,18,27,363.865389
4717.62873,No,Employed,20355,61,4,6,439.2
4778.682644,No,Unemployed,0,73,8,17,350.4
2402.333284,No,Employed,46210,61,24,44,439.2
13197.92893,Yes,Unemployed,0,68,19,2,326.4
29232.69297,No,Medical Leave,28613,114,17,8,820.8
8509.850887,Yes,Disabled,26057,74,3,63,523.888845
4774.379355,No,Unemployed,0,73,1,31,525.6
9113.694323,No,Employed,76700,112,13,60,322.046658
7663.871432,No,Unemployed,0,109,5,95,523.2
2599.968438,No,Employed,45181,65,21,68,312
8819.018934,Yes,Employed,99845,110,23,25,528
6857.519928,No,Unemployed,0,101,31,1,1021.719397
7109.341438,No,Employed,92423,88,5,79,404.243868
2842.822337,No,Employed,43793,71,8,31,16.150175
12846.4477,No,Employed,93210,107,6,9,513.6
3498.773857,No,Employed,58484,88,15,65,43.542559
6005.214792,Yes,Employed,26876,76,17,72,364.8
4344.524462,No,Employed,48054,109,2,64,523.2
25401.51859,No,Employed,36800,91,20,18,236.63519
4466.977478,No,Employed,28663,61,15,8,292.8
7849.125533,No,Employed,54431,97,19,62,284.49502
4250.775183,No,Employed,27608,108,30,89,308.953614
6073.241952,No,Retired,22103,89,4,74,427.2
6729.867925,No,Unemployed,0,103,13,20,741.6
2588.860221,No,Employed,46168,65,1,7,312
7305.936433,No,Employed,83221,91,21,63,14.386157
8531.401125,No,Employed,98677,105,3,40,108.025547
8618.295865,No,Employed,46379,72,11,57,345.6
4957.033603,No,Employed,62803,62,16,12,400.959425
12255.12414,No,Unemployed,0,177,0,6,1274.4
9624.938903,No,Unemployed,0,134,26,88,964.8
7080.131872,No,Disabled,28139,97,31,65,465.6
7053.302737,No,Employed,52982,89,8,54,31.356274
5365.54161,No,Employed,77095,68,22,59,461.841879
4306.55935,No,Employed,26322,111,8,94,180.346146
5970.816921,No,Medical Leave,25125,81,12,91,583.2
8879.790017,Yes,Employed,52583,113,12,59,528.20086
4458.113369,Yes,Retired,17622,65,1,36,312
5565.892477,No,Employed,90607,70,8,89,311.514116
5813.242121,No,Employed,42795,73,2,38,350.4
8365.963454,No,Disabled,27042,110,17,3,1263.325007
7275.921106,No,Employed,27984,62,7,51,445.361629
15083.78498,No,Employed,26021,126,6,32,331.847478
8458.912476,No,Disabled,25448,71,11,59,345.022359
8010.968982,No,Employed,52009,68,20,29,250.416569
2514.428561,No,Medical Leave,23504,69,19,56,374.399828
4112.625047,No,Unemployed,0,71,16,90,569.761582
4369.697742,No,Employed,40774,110,28,59,394.968488
7356.010439,No,Employed,36812,92,23,98,392.695097
10656.88195,Yes,Employed,72540,88,7,3,631.743039
5365.975978,No,Employed,51240,70,0,37,283.849464
6047.02516,Yes,Employed,20396,76,15,60,364.8
2885.742441,No,Employed,35654,72,17,19,515.122954
2635.148447,No,Employed,93884,65,7,10,312
2413.888405,No,Unemployed,0,68,6,35,379.209349
8341.929905,No,Employed,30344,107,29,79,342.832065
2487.256248,No,Employed,28738,62,2,95,81.609951
9212.613275,No,Employed,70958,115,1,57,115.400119
16407.66461,No,Employed,22103,109,16,31,160.338007
7017.145586,No,Unemployed,0,103,29,91,741.6
5481.502923,No,Employed,70795,68,10,95,177.948654
10382.38098,No,Employed,32821,129,35,40,25.89566
5498.940679,Yes,Medical Leave,22520,73,17,64,350.4
4846.322223,No,Unemployed,0,72,31,75,518.4
14718.11779,No,Employed,56263,93,27,31,446.4
9656.759549,No,Unemployed,0,72,17,52,345.6
4466.101762,No,Unemployed,0,64,25,33,307.2
21423.63723,Yes,Unemployed,0,65,9,31,312
2531.73969,No,Employed,31993,66,14,4,39.627399
8378.357502,No,Employed,40994,106,8,94,60.227339
5093.007525,No,Employed,29638,64,19,16,307.2
13352.56134,No,Unemployed,0,119,18,65,729.595208
14206.98091,No,Disabled,26056,73,17,73,355.558088
10232.85415,No,Medical Leave,22821,131,26,99,740.05751
15435.68882,No,Employed,84581,96,25,50,4.334425
8641.046574,No,Medical Leave,22193,74,13,74,415.535724
7334.915821,No,Employed,30969,63,26,79,358.225234
7462.926263,Yes,Employed,70263,93,30,66,7.345946
3635.028312,No,Employed,35056,96,12,52,460.8
5525.836623,No,Employed,73435,69,9,25,331.2
4335.353131,No,Employed,86096,108,30,1,518.4
4832.117309,No,Unemployed,0,139,6,9,1000.8
9267.920019,No,Employed,55808,116,31,4,551.413755
14700.49784,No,Employed,29695,94,34,66,554.143798
4905.127076,No,Employed,88043,61,2,43,188.717606
7289.297853,No,Employed,60875,92,0,84,410.846025
8478.824155,No,Unemployed,0,77,25,48,12.603783
7952.836873,No,Unemployed,0,118,0,67,849.6
2869.997625,No,Employed,70974,71,15,0,340.8
10529.84867,No,Employed,37518,131,35,91,472.850932
5497.659883,No,Employed,28128,70,6,52,336
7090.468528,No,Employed,45254,93,4,25,446.4
26416.25478,No,Employed,85537,108,4,91,285.276083
2727.682464,No,Employed,74608,68,11,4,407.68374
11814.53241,No,Employed,41004,102,15,26,489.6
4090.750678,No,Employed,38884,102,4,87,423.819864
5181.620895,Yes,Employed,97131,64,5,80,307.2
6172.392406,No,Unemployed,0,84,6,93,403.2
2487.358049,No,Employed,22331,64,11,12,61.20919
13094.2046,No,Employed,37541,109,10,31,96.212835
4688.459288,No,Disabled,27357,61,19,48,292.8
2703.466256,No,Unemployed,0,72,19,48,41.927219
11315.20373,Yes,Disabled,11885,101,18,39,484.8
8679.838135,No,Employed,52717,109,5,60,60.151529
5979.724161,Yes,Employed,57693,76,16,56,547.2
10996.71336,No,Unemployed,0,104,29,73,748.8
11718.41696,No,Employed,73903,73,30,39,439.361029
42462.96794,No,Unemployed,0,281,16,92,1499.806352
6941.872931,No,Unemployed,0,111,3,73,532.8
2551.314013,No,Employed,79452,65,33,75,187.683707
10656.88195,Yes,Employed,72540,88,7,3,631.743039
9333.333631,No,Employed,89513,116,5,12,232.945977
7507.455372,Yes,Employed,60920,64,10,61,231.201886
5320.081159,No,Employed,88669,66,9,18,213.574473
8609.158215,Yes,Employed,79090,107,2,74,289.040734
12298.6863,Yes,Medical Leave,17101,113,1,88,542.4
7285.030983,Yes,Employed,44788,61,6,48,386.031248
6714.070698,No,Unemployed,0,93,8,42,604.270179
2810.464447,Yes,Employed,26790,71,4,41,340.8
15320.37177,No,Employed,81955,126,3,21,720.054248
8488.561363,No,Employed,80213,70,12,17,440.268527
2379.195759,No,Unemployed,0,66,3,21,90.989464
13334.26763,No,Employed,47950,170,23,86,780.990942
3123.080994,Yes,Unemployed,0,101,1,83,960.115399
2382.706153,No,Unemployed,0,65,8,50,312
7812.889738,No,Employed,72353,66,27,15,316.8
14024.35839,Yes,Employed,81872,115,10,55,256.43803
5334.784887,No,Employed,74606,68,2,34,109.112713
9700.35416,No,Unemployed,0,138,23,54,993.6
5703.288862,No,Employed,41438,72,8,39,323.836677
4280.747008,No,Employed,52679,110,25,21,528
3398.052277,No,Unemployed,0,101,4,60,1183.780098
11044.10847,No,Employed,44524,70,28,42,200.768848
3237.996209,Yes,Employed,60244,83,3,72,326.281835
25805.26839,No,Employed,22711,82,8,74,393.6
17497.52201,Yes,Unemployed,0,73,9,94,350.4
22261.0224,No,Employed,50398,71,18,51,339.42418
9006.598402,No,Unemployed,0,86,19,99,412.8
9904.977027,No,Unemployed,0,66,1,73,475.2
7432.203079,No,Unemployed,0,102,16,34,1037.274096
8150.573759,No,Unemployed,0,114,11,20,1310.46158
4956.247235,No,Employed,87197,63,35,45,247.402353
6537.051379,No,Unemployed,0,100,22,24,720
9448.833931,No,Employed,85221,117,11,42,516.907624
7519.133631,Yes,Employed,96306,95,12,17,185.355353
2409.368488,No,Unemployed,0,66,3,97,316.8
17041.4383,No,Disabled,22249,64,4,88,455.191595
4398.047053,No,Unemployed,0,62,6,62,382.067564
5470.060561,Yes,Employed,54507,138,20,11,702.990032
3173.032243,No,Unemployed,0,101,34,52,484.8
13258.17973,No,Medical Leave,20754,184,19,15,1324.8
13045.37088,No,Unemployed,0,190,21,35,1654.202174
2560.691306,No,Employed,30027,65,13,10,312
3387.77901,No,Employed,23156,88,9,6,422.4
6439.330195,No,Unemployed,0,93,7,85,669.6
7078.948599,No,Employed,23222,90,10,66,252.938842
2417.763236,No,Unemployed,0,65,16,90,468
20492.7355,No,Employed,27317,102,30,12,489.6
7805.31287,Yes,Retired,21073,106,25,54,508.8
22062.54841,No,Unemployed,0,225,26,53,1620
11218.44173,No,Employed,69268,93,31,20,19.170855
5427.484591,No,Employed,74561,68,0,23,234.393625
2592.437797,Yes,Employed,72421,65,8,23,312
2601.351096,No,Unemployed,0,71,4,18,17.029835
8433.228985,No,Employed,57961,72,27,64,38.513959
2967.670797,No,Employed,35205,76,7,11,178.839506
5380.091626,No,Unemployed,0,74,19,41,59.026302
8059.893671,No,Employed,72309,68,3,51,244.727144
8444.840217,No,Employed,76352,109,17,9,501.83778
9655.442955,No,Unemployed,0,100,30,4,720
8178.235107,No,Employed,29057,102,22,24,489.6
2353.179121,No,Unemployed,0,66,11,73,501.153571
8058.659713,No,Employed,25595,101,5,86,484.8
8012.365866,No,Employed,58058,67,28,49,355.198918
16473.16905,Yes,Retired,22828,106,11,54,508.8
5907.151868,No,Unemployed,0,81,8,47,390.161912
8257.666512,Yes,Disabled,23815,73,4,47,424.330166
4954.292104,No,Employed,45329,65,13,7,312
43026.52149,No,Employed,59349,119,15,41,222.032326
3794.964613,No,Retired,19794,105,1,78,504
2537.383207,No,Employed,92401,64,30,37,50.359627
8026.04923,No,Unemployed,0,109,10,20,898.430079
7786.676381,No,Employed,83000,97,29,76,378.5566
5256.923177,No,Employed,77693,65,30,15,225.045919
8256.2978,Yes,Employed,62902,69,14,94,159.383042
2453.336242,No,Unemployed,0,70,5,70,449.601961
4312.769798,No,Employed,43386,111,17,35,413.002348
5556.91458,No,Medical Leave,29120,72,31,77,345.6
8693.995589,No,Employed,48893,110,9,26,787.88953
11830.95192,No,Employed,92931,146,6,38,503.144025
4506.485006,No,Medical Leave,15462,115,34,18,611.941558
4159.593921,No,Unemployed,0,62,1,64,446.4
4462.445111,No,Employed,70088,112,0,33,536.481665
2515.259002,No,Employed,25558,63,31,11,453.6
8007.399376,Yes,Unemployed,0,112,12,93,537.6
9901.278118,No,Unemployed,0,134,24,51,643.2
12282.84085,No,Employed,36328,155,6,21,388.148089
44468.02303,No,Employed,32948,127,20,46,1428.972913
8184.585992,No,Employed,69114,103,9,68,162.199584
16007.94954,No,Employed,45302,133,4,34,638.4
6361.845408,No,Unemployed,0,88,28,23,110.527627
8736.501241,No,Employed,53173,112,30,57,1169.409787
4334.064096,Yes,Retired,23904,123,1,67,590.4
4376.363592,Yes,Employed,63774,111,18,63,60.036683
9294.088719,No,Employed,67544,116,2,15,556.8
2543.003943,No,Employed,26691,65,7,51,312
6582.450781,No,Unemployed,0,62,3,44,297.6
4686.469674,Yes,Employed,58089,118,31,83,566.4
14325.15261,No,Unemployed,0,136,30,75,652.8
12743.35175,No,Employed,99583,64,35,85,99.674341
2434.08581,No,Unemployed,0,68,28,65,271.489602
25107.09812,No,Medical Leave,24410,73,5,51,350.4
13432.00289,No,Employed,68956,118,12,8,118.538444
2753.780996,No,Unemployed,0,73,29,82,298.671049
8653.302322,No,Medical Leave,20588,113,6,86,586.390393
7057.888812,No,Employed,37840,90,31,9,432
5906.940238,No,Employed,43440,74,13,52,128.21198
2937.424534,No,Employed,83195,73,18,36,332.693627
4974.235309,No,Unemployed,0,70,18,74,336
4268.618821,No,Employed,43209,110,12,16,528
4601.913754,No,Employed,37308,115,2,51,552
2404.633766,No,Disabled,22239,62,34,85,297.6
7638.442811,No,Employed,66106,95,10,25,250.323257
4623.624811,No,Employed,97065,117,10,0,561.6
5470.181751,No,Employed,24910,69,12,79,746.107437
4999.34581,No,Employed,49414,68,8,82,159.631303
15956.51879,No,Employed,61148,132,28,25,98.206649
9275.681452,No,Employed,52494,119,5,69,571.2
7595.335237,No,Retired,20538,104,25,64,499.2
24258.71383,No,Unemployed,0,89,35,22,538.689882
24636.96719,No,Employed,73716,103,2,91,162.662641
2810.464447,Yes,Employed,26790,71,4,41,340.8
2337.356699,No,Unemployed,0,65,31,52,468
4668.043154,No,Employed,53252,117,1,76,561.6
10972.06778,Yes,Employed,24164,137,2,40,657.6
34611.37896,Yes,Employed,20090,109,10,59,523.2
2478.833596,No,Employed,81721,63,11,5,133.90029
26197.41498,Yes,Disabled,18495,113,10,15,542.4
6282.079645,No,Employed,42314,80,23,78,56.39419
10954.38352,No,Employed,89892,135,9,6,526.248798
3164.378577,No,Unemployed,0,92,33,41,662.4
7804.597655,No,Unemployed,0,117,18,84,91.055318
5207.197499,No,Employed,21576,65,27,16,312
2886.451602,Yes,Retired,10312,78,10,63,486.278557
2483.642397,No,Employed,50632,62,26,42,54.961039
4896.261605,No,Unemployed,0,139,5,29,1000.8
4928.001408,No,Employed,97917,67,14,32,279.184512
8759.592518,No,Medical Leave,28280,116,7,55,556.8
11281.52451,No,Employed,86195,139,12,10,601.667902
4315.6705,No,Employed,89797,106,19,8,70.958361
4491.909095,No,Unemployed,0,63,16,5,302.4
6745.248379,No,Unemployed,0,192,1,27,1921.248929
28799.95415,No,Employed,33635,240,1,23,1152
14503.02129,No,Medical Leave,29790,194,25,49,931.2
8270.625331,No,Employed,44656,70,2,80,336
12731.95161,Yes,Employed,40870,105,3,56,504
4167.094538,No,Unemployed,0,117,8,64,94.94292
10455.48983,No,Employed,28363,133,0,35,638.4
7074.398104,No,Employed,94508,88,27,54,491.384479
7046.478698,No,Unemployed,0,64,24,73,324.695555
13357.44544,No,Unemployed,0,124,13,1,696.034509
18708.75831,No,Unemployed,0,77,10,36,554.4
8169.334846,No,Unemployed,0,116,10,99,835.2
8583.272854,No,Disabled,18017,114,23,54,547.2
12234.36232,No,Unemployed,0,117,15,68,930.594707
7185.673718,No,Employed,63741,91,25,15,36.980596
9060.204521,No,Employed,57078,113,26,13,542.4
2336.177331,No,Unemployed,0,67,21,28,458.661381
7995.41091,No,Employed,25239,100,30,59,150.96491
5897.555427,No,Employed,29227,74,0,83,421.19002
3939.00637,Yes,Employed,60021,99,12,28,882.871945
2695.352444,No,Unemployed,0,73,23,59,780.57363
5459.216794,No,Employed,83208,68,10,93,325.866271
10721.61076,No,Employed,25983,90,32,43,432
2491.257604,Yes,Medical Leave,25965,65,23,27,329.206567
5570.17755,No,Disabled,22679,72,25,32,345.6
5100.737803,No,Employed,41186,70,15,29,242.320409
7633.821822,No,Unemployed,0,67,7,4,445.702958
4656.665064,No,Employed,29070,61,8,99,292.8
4363.1982,No,Unemployed,0,63,13,49,302.4
2526.729022,No,Employed,33485,63,6,41,343.705799
5122.718927,No,Employed,58206,64,2,56,454.188803
2483.544888,No,Employed,87492,62,15,69,264.461805
3489.276369,No,Unemployed,0,98,29,37,705.6
7325.917302,No,Employed,20757,102,6,74,216.4268
4841.057535,No,Employed,23449,61,33,2,292.8
19964.39708,No,Unemployed,0,192,35,34,921.6
32450.39142,No,Employed,60455,104,20,25,499.2
2628.171324,No,Unemployed,0,89,12,73,640.8
3095.627124,No,Employed,53588,77,10,71,369.6
12731.95161,Yes,Employed,40870,105,3,56,504
2631.564135,No,Unemployed,0,71,11,68,340.8
35984.10457,No,Unemployed,0,129,2,69,1267.549091
2906.893312,No,Employed,45128,72,13,34,66.667784
10628.06415,No,Employed,90874,137,18,28,459.785009
7590.961288,No,Employed,52823,95,7,15,125.768818
5108.038755,No,Disabled,26784,67,14,82,482.4
13989.84697,No,Employed,22354,118,27,9,775.526054
3115.704933,No,Employed,54420,80,27,0,576
13369.44267,No,Employed,50800,112,1,45,621.218119
8621.185568,No,Unemployed,0,87,12,12,417.6
10359.01985,No,Employed,84583,65,6,50,238.868659
3241.838403,No,Employed,33701,88,14,22,460.815578
4344.99018,No,Unemployed,0,63,21,27,462.63613
5332.462694,Yes,Employed,68931,66,32,30,309.577946
7692.456014,No,Unemployed,0,105,1,37,504
26223.81193,No,Unemployed,0,115,22,15,828
6930.625422,No,Employed,29318,198,29,96,1386.824722
11610.25439,No,Employed,41503,73,28,69,15.001594
8937.118615,No,Unemployed,0,126,16,69,604.8
2462.859762,No,Unemployed,0,69,9,68,427.25055
2300.691547,Yes,Retired,25905,63,21,12,302.4
4078.023331,No,Unemployed,0,116,18,86,835.2
2868.598866,No,Employed,40046,73,10,51,118.509791
4428.031583,Yes,Employed,58577,110,6,62,303.872752
4061.590219,No,Employed,70129,103,24,57,130.495798
18504.2801,No,Employed,91268,229,32,62,737.737825
4904.894731,Yes,Retired,12902,139,3,51,667.2
10827.87278,No,Employed,62053,134,3,89,614.03209
5745.121547,No,Employed,30389,73,34,66,278.932051
2423.259778,No,Medical Leave,15585,65,22,24,67.618365
5926.729379,Yes,Retired,23091,96,28,90,460.8
4605.036646,Yes,Medical Leave,22571,63,29,51,302.4
2132.771675,No,Unemployed,0,61,0,62,691.677138
2643.71574,No,Unemployed,0,82,14,56,393.6
5824.224192,No,Employed,73976,73,27,84,338.529369
6889.6161,No,Employed,30814,87,8,96,417.6
3008.099115,No,Employed,80681,74,31,12,355.2
3286.171949,No,Employed,60934,82,15,64,393.6
13552.77776,No,Unemployed,0,62,19,3,446.4
5166.190278,No,Employed,80797,64,21,47,300.940297
2945.998877,No,Employed,89410,74,11,50,95.997363
4863.470811,No,Employed,52728,127,34,34,609.6
4892.617128,No,Employed,43199,61,23,31,334.007478
3337.59441,No,Employed,43510,83,8,75,238.088581
5246.278375,Yes,Employed,28909,66,15,66,456.702735
9031.214859,Yes,Unemployed,0,122,15,47,650.52179
3580.076125,No,Employed,71176,91,3,62,278.072755
9802.548509,No,Employed,84429,123,11,2,115.07234
4825.651946,No,Employed,61613,61,6,20,40.562432
3203.303695,No,Employed,68370,80,0,45,244.158446
5659.139938,No,Employed,52389,72,29,8,345.6
4144.868939,No,Employed,64478,103,30,92,8.281829
13770.97618,Yes,Employed,59207,116,23,21,556.8
3716.479655,No,Medical Leave,17162,96,15,29,460.8
3123.080994,Yes,Unemployed,0,101,1,83,960.115399
12168.74492,Yes,Retired,14973,115,2,75,828
2674.730716,Yes,Employed,56342,69,12,89,331.2
12741.84754,Yes,Employed,73054,106,34,36,419.365958
4037.547258,No,Medical Leave,21586,106,6,5,1056.291709
8628.303301,No,Unemployed,0,117,11,63,842.4
22093.61618,No,Employed,24193,185,26,79,785.367947
8217.427595,No,Employed,84815,68,9,37,279.996658
26197.41498,Yes,Disabled,18495,113,10,15,542.4
8110.536059,No,Employed,36554,70,6,62,433.38842
4766.367352,No,Unemployed,0,68,3,36,656.959783
8819.018934,Yes,Employed,99845,110,23,25,528
5171.272924,No,Unemployed,0,69,13,90,344.469652
3896.572719,No,Medical Leave,10853,104,11,18,350.306385
6005.027312,No,Medical Leave,23749,77,20,6,151.550875
6869.185344,No,Unemployed,0,69,18,71,331.2
3054.541283,No,Unemployed,0,88,29,19,422.4
4874.216555,No,Employed,92783,61,1,47,6.671268
2747.429661,No,Employed,83502,68,25,36,368.963633
8717.049833,Yes,Employed,83846,74,22,94,355.2
4099.659085,No,Medical Leave,18606,110,12,45,568.844905
8189.967712,No,Employed,72191,68,19,48,209.387509
5225.03143,No,Employed,57733,66,24,66,393.528054
7949.28426,No,Employed,63688,99,28,93,475.2
3135.405606,No,Employed,55855,79,10,71,272.9955
3939.00637,Yes,Employed,60021,99,12,28,882.871945
5325.724541,Yes,Unemployed,0,73,17,44,496.474767
19483.24011,No,Employed,74300,122,23,38,354.55391
3459.230941,No,Unemployed,0,96,6,8,460.8
17103.79173,No,Employed,51747,71,8,71,340.8
2753.312714,No,Employed,28887,73,16,15,425.81795
12866.89474,No,Unemployed,0,189,24,93,1415.579302
4420.248983,No,Unemployed,0,68,0,93,546.420009
2756.472584,No,Employed,43540,70,29,60,117.585017
7743.918426,No,Employed,96961,64,24,99,81.377259
8169.746083,No,Employed,32799,104,7,27,499.2
3569.864625,No,Unemployed,0,101,12,38,1201.085226
10656.88195,Yes,Employed,72540,88,7,3,631.743039
7092.635635,No,Employed,35173,180,24,9,415.331869
2777.341885,No,Employed,65431,69,7,90,331.2
7550.41865,No,Unemployed,0,100,20,48,480
4727.354548,No,Unemployed,0,72,23,7,345.6
14274.55485,No,Unemployed,0,84,35,42,604.8
9559.340024,No,Employed,40672,121,28,99,580.8
8879.790017,Yes,Employed,52583,113,12,59,528.20086
5525.470004,No,Employed,64816,69,30,33,331.2
5923.208,No,Employed,36685,74,15,25,355.2
8501.652884,No,Unemployed,0,136,20,98,979.2
40235.9731,No,Employed,77143,125,5,49,176.006384
2584.824329,No,Employed,60942,64,11,56,288.205261
19278.81715,No,Unemployed,0,61,12,77,366.604732
11981.98481,Yes,Retired,21514,62,0,59,257.248789
3933.813993,Yes,Employed,25927,103,6,20,674.973614
2491.257604,Yes,Medical Leave,25965,65,23,27,329.206567
7431.664369,No,Employed,27688,92,8,86,572.352362
7865.182898,No,Employed,75490,97,33,20,43.084332
15978.91049,No,Employed,33871,136,2,23,933.624655
2113.85703,No,Unemployed,0,65,27,37,468
8661.735884,No,Employed,85470,109,23,31,523.2
5625.307768,No,Employed,97095,70,4,8,208.035411
4592.150374,No,Employed,73604,114,15,89,184.222768
3709.919724,No,Unemployed,0,112,13,33,1082.898726
8208.929715,No,Employed,40646,103,22,6,494.4
5595.389905,Yes,Employed,74454,71,25,29,340.8
3413.62256,No,Medical Leave,18168,87,25,50,417.6
6325.030596,No,Unemployed,0,89,4,86,614.572672
