State,Customer Lifetime Value,Coverage,Monthly Premium Auto,Total Claim Amount,Vehicle Class,Vehicle Size
California,13561.2048,Extended,91,280.800938,Two-Door Car,Medsize
California,6699.278956,Extended,88,318.866388,Four-Door Car,Medsize
California,20230.9675,Basic,74,355.2,Four-Door Car,Medsize
Washington,4097.371676,Premium,110,528,Two-Door Car,Medsize
California,5169.49937,Basic,73,350.4,Four-Door Car,Medsize
Arizona,6278.764007,Extended,80,384,Four-Door Car,Small
Arizona,3343.933131,Extended,87,334.452807,Four-Door Car,Medsize
California,15531.78589,Basic,198,808.844338,Luxury SUV,Medsize
Oregon,4236.84292,Basic,113,542.4,Sports Car,Medsize
Arizona,3692.583567,Premium,105,756,Four-Door Car,Large
California,6782.556454,Extended,85,612,Four-Door Car,Medsize
California,3683.472334,Basic,100,720,Sports Car,Medsize
Oregon,13995.68999,Extended,121,580.8,SUV,Medsize
Oregon,5619.689084,Premium,153,1027.000029,SUV,Medsize
Oregon,8331.648336,Basic,119,856.8,SUV,Medsize
Nevada,4171.18715,Basic,105,653.685468,Sports Car,Medsize
Oregon,7873.567332,Basic,74,568.798455,Two-Door Car,Medsize
Oregon,10677.25385,Extended,134,611.918994,SUV,Large
California,14687.07959,Extended,85,612,Four-Door Car,Small
Washington,5394.703229,Basic,67,251.795869,Two-Door Car,Medsize
Arizona,2230.755716,Basic,62,325.88607,Four-Door Car,Medsize
Nevada,7771.018055,Basic,65,452.915621,Four-Door Car,Small
Washington,4103.849192,Basic,102,489.6,SUV,Small
Nevada,7221.151702,Basic,184,587.37679,Luxury SUV,Medsize
Oregon,12285.0473,Basic,183,878.4,Luxury SUV,Small
California,5704.679894,Basic,71,380.919824,Four-Door Car,Medsize
Arizona,2433.913419,Basic,72,345.6,Two-Door Car,Medsize
California,4921.752296,Basic,70,336,Four-Door Car,Medsize
California,4660.006868,Basic,67,482.4,Two-Door Car,Medsize
Washington,2541.522907,Basic,71,511.2,Four-Door Car,Small
Nevada,11658.59927,Basic,102,220.038588,Sports Car,Small
Washington,11131.56637,Extended,99,475.2,Four-Door Car,Small
Arizona,4733.507343,Basic,62,740.838216,Four-Door Car,Small
Oregon,8776.363448,Basic,73,863.909989,Four-Door Car,Medsize
California,7804.022473,Basic,193,926.4,Luxury SUV,Large
Arizona,2522.256441,Basic,69,470.275242,Four-Door Car,Small
California,9536.338382,Extended,80,384,Four-Door Car,Medsize
Oregon,4711.080198,Basic,62,49.364254,Two-Door Car,Medsize
Nevada,3801.282266,Extended,96,151.589577,Four-Door Car,Large
Oregon,21159.30151,Basic,108,777.6,SUV,Large
Oregon,6515.026481,Extended,81,388.8,Four-Door Car,Medsize
California,4739.861234,Basic,61,254.308991,Four-Door Car,Medsize
California,21240.94357,Basic,190,1368,Luxury SUV,Medsize
Washington,3980.838735,Premium,101,707.408058,Four-Door Car,Medsize
Oregon,4990.343538,Basic,71,849.666647,Two-Door Car,Small
Oregon,2562.604728,Basic,65,178.408186,Two-Door Car,Small
Nevada,7355.349908,Basic,61,435.835125,Two-Door Car,Large
Arizona,5041.447024,Basic,64,138.961963,Four-Door Car,Medsize
Oregon,12731.95161,Basic,105,504,SUV,Large
California,8879.790017,Basic,113,528.20086,SUV,Small
Arizona,2872.669164,Basic,73,9.160139,Four-Door Car,Medsize
Oregon,11058.22493,Extended,137,696.757797,SUV,Medsize
Arizona,7138.167712,Extended,93,603.077136,Two-Door Car,Large
Oregon,29037.47753,Basic,113,542.4,SUV,Medsize
California,8613.464627,Premium,106,508.8,Two-Door Car,Small
California,3861.486269,Extended,95,281.110788,Four-Door Car,Medsize
Oregon,2482.915577,Basic,68,87.272319,Two-Door Car,Medsize
California,3133.018242,Extended,91,655.2,Four-Door Car,Medsize
Oregon,7123.082388,Extended,92,621.617047,Two-Door Car,Medsize
Arizona,28435.64035,Basic,116,899.63718,SUV,Medsize
Washington,12741.84754,Basic,106,419.365958,SUV,Medsize
Oregon,3176.865609,Extended,81,565.108501,Four-Door Car,Small
California,5470.060561,Extended,138,702.990032,SUV,Medsize
Oregon,4582.647706,Basic,67,321.6,Four-Door Car,Medsize
Oregon,5350.214918,Basic,68,263.090605,Four-Door Car,Medsize
California,5580.916514,Basic,70,416.2618,Four-Door Car,Small
Oregon,7048.544758,Extended,93,446.4,Four-Door Car,Small
Nevada,15306.22493,Premium,193,19.46445,SUV,Medsize
Oregon,9657.579498,Extended,131,628.8,SUV,Medsize
California,3985.319833,Basic,105,504,SUV,Large
Oregon,9816.528302,Basic,62,128.969729,Four-Door Car,Medsize
Arizona,37243.63312,Basic,115,295.335363,Sports Car,Medsize
Oregon,4122.964632,Basic,107,72.771554,Sports Car,Medsize
Oregon,2556.609217,Basic,65,312,Four-Door Car,Medsize
California,17253.72944,Extended,124,928.817071,Sports Car,Medsize
California,36181.02892,Basic,180,864,Luxury SUV,Small
Oregon,8427.172486,Extended,215,1032,Luxury SUV,Medsize
Oregon,2348.028868,Basic,63,453.6,Four-Door Car,Medsize
Oregon,23675.02939,Premium,199,842.000858,Sports Car,Medsize
Oregon,4089.463358,Basic,104,499.2,SUV,Large
California,2483.67134,Basic,65,156.54837,Four-Door Car,Medsize
Oregon,5278.183759,Basic,68,27.210992,Two-Door Car,Medsize
Arizona,13727.79972,Extended,126,604.8,SUV,Medsize
California,10963.95723,Premium,276,1324.8,Luxury SUV,Medsize
Oregon,5555.830205,Basic,72,471.443077,Four-Door Car,Small
Washington,3261.01744,Extended,93,669.6,Four-Door Car,Medsize
Oregon,11029.92619,Extended,92,441.6,Four-Door Car,Small
Arizona,4770.550911,Basic,65,362.774545,Two-Door Car,Medsize
California,2734.328157,Basic,70,21.143072,Four-Door Car,Medsize
California,3748.14406,Basic,106,508.8,SUV,Large
Oregon,4770.550911,Basic,65,362.774545,Two-Door Car,Medsize
Oregon,8509.850887,Basic,74,523.888845,Four-Door Car,Small
Arizona,5421.04863,Basic,71,340.8,Two-Door Car,Medsize
Oregon,2916.41746,Basic,74,100.517679,Four-Door Car,Medsize
Washington,13363.52356,Premium,111,277.201278,Four-Door Car,Medsize
Oregon,3974.858481,Basic,113,542.4,SUV,Small
California,14710.43268,Extended,131,754.845659,SUV,Small
California,5936.344043,Basic,74,177.321283,Four-Door Car,Small
California,2862.180262,Basic,72,267.415871,Four-Door Car,Medsize
Arizona,8427.172486,Extended,215,1032,Luxury SUV,Medsize
Arizona,8622.835375,Basic,73,350.4,Four-Door Car,Medsize
Oregon,2300.691547,Basic,63,302.4,Four-Door Car,Large
Arizona,10056.5083,Extended,139,1000.8,Sports Car,Medsize
Nevada,9118.148093,Basic,114,547.2,SUV,Medsize
Nevada,5507.242176,Basic,72,154.750098,Four-Door Car,Medsize
California,10972.06778,Extended,137,657.6,Sports Car,Medsize
Oregon,7840.165778,Extended,210,1008,Luxury SUV,Small
Washington,5504.139033,Basic,73,350.4,Four-Door Car,Medsize
Arizona,4792.810444,Basic,62,357.109603,Two-Door Car,Medsize
Oregon,4187.77657,Premium,103,163.955502,Two-Door Car,Small
Arizona,2718.375247,Basic,68,317.428826,Four-Door Car,Medsize
Oregon,8257.666512,Basic,73,424.330166,Four-Door Car,Medsize
Oregon,12663.59666,Premium,104,3.200851,Four-Door Car,Medsize
Nevada,2647.519741,Basic,69,300.056383,Four-Door Car,Medsize
California,4830.908873,Basic,72,345.6,Four-Door Car,Large
Nevada,4558.428807,Basic,61,292.8,Four-Door Car,Small
Oregon,2127.92357,Basic,61,31.481852,Four-Door Car,Medsize
California,2546.866098,Basic,63,445.621906,Two-Door Car,Medsize
Washington,4992.920887,Basic,68,326.4,Four-Door Car,Medsize
Washington,12741.84754,Basic,106,419.365958,SUV,Medsize
Washington,7863.02773,Basic,72,732.352745,Two-Door Car,Small
Oregon,5131.360525,Extended,128,346.387342,SUV,Medsize
Oregon,2275.401583,Basic,64,460.8,Two-Door Car,Medsize
Arizona,60556.19213,Extended,204,979.2,Luxury SUV,Large
Oregon,2356.074955,Basic,63,302.4,Four-Door Car,Medsize
California,28824.06193,Extended,87,626.4,Four-Door Car,Medsize
California,4978.950257,Basic,64,221.241837,Four-Door Car,Medsize
Arizona,6521.368813,Extended,82,393.6,Four-Door Car,Medsize
Oregon,7564.611951,Basic,63,302.4,Two-Door Car,Small
Arizona,11631.87866,Premium,152,1082.814636,SUV,Medsize
Arizona,7180.283897,Basic,104,1210.245916,Sports Car,Medsize
Oregon,12168.74492,Basic,115,828,SUV,Medsize
Oregon,2248.449633,Basic,63,347.857619,Four-Door Car,Medsize
Washington,2530.332,Basic,63,12.444326,Two-Door Car,Large
Oregon,4653.094259,Basic,70,585.482275,Two-Door Car,Medsize
Arizona,2354.322179,Basic,62,297.6,Two-Door Car,Large
Nevada,8417.159538,Premium,112,537.6,Four-Door Car,Medsize
California,5717.743109,Basic,72,148.738098,Four-Door Car,Medsize
Oregon,4623.536706,Extended,133,957.6,SUV,Medsize
Oregon,6521.368813,Extended,82,393.6,Four-Door Car,Medsize
Nevada,5507.155471,Basic,69,107.985836,Four-Door Car,Medsize
Oregon,2674.730716,Basic,69,331.2,Four-Door Car,Small
Oregon,5817.832355,Basic,72,189.096179,Four-Door Car,Medsize
Nevada,4646.387267,Basic,117,561.6,SUV,Small
Oregon,2226.589837,Basic,62,297.6,Two-Door Car,Large
California,7651.099258,Basic,65,224.093027,Four-Door Car,Medsize
Oregon,2305.056048,Basic,63,327.685301,Four-Door Car,Large
Nevada,11960.47577,Extended,76,109.476994,Four-Door Car,Medsize
Arizona,11315.20373,Premium,101,484.8,Four-Door Car,Medsize
Oregon,7212.523911,Extended,97,498.779439,Two-Door Car,Small
Washington,5255.576016,Extended,137,46.949646,SUV,Medsize
Nevada,4794.96419,Basic,61,245.163042,Four-Door Car,Medsize
Nevada,2659.70565,Extended,87,420.041981,Four-Door Car,Medsize
Arizona,27643.23508,Basic,113,52.336233,SUV,Medsize
Arizona,10083.48688,Extended,90,571.479602,Four-Door Car,Large
Oregon,5687.897911,Basic,72,61.536107,Two-Door Car,Medsize
California,3059.426954,Extended,88,633.6,Four-Door Car,Small
Nevada,4945.072236,Basic,61,292.8,Two-Door Car,Medsize
Oregon,8609.158215,Basic,107,289.040734,SUV,Medsize
Nevada,5157.053124,Basic,65,468,Two-Door Car,Small
Arizona,3748.99343,Extended,94,354.081091,Two-Door Car,Medsize
Oregon,7462.926263,Extended,93,7.345946,Two-Door Car,Small
Washington,15063.50118,Extended,207,1008.569798,Luxury Car,Small
Arizona,9657.579498,Extended,131,628.8,SUV,Medsize
Nevada,2799.470318,Basic,69,136.172569,Four-Door Car,Medsize
Arizona,2759.978287,Basic,69,331.2,Two-Door Car,Medsize
Oregon,5392.499539,Basic,74,317.109447,Two-Door Car,Medsize
California,5392.502531,Basic,68,265.516965,Four-Door Car,Medsize
Arizona,3574.990725,Extended,89,429.171384,Two-Door Car,Large
Oregon,5608.172012,Basic,73,350.4,Four-Door Car,Medsize
Washington,4754.653816,Basic,61,8.315904,Four-Door Car,Medsize
Oregon,2239.647297,Basic,66,475.2,Four-Door Car,Small
California,7356.383518,Basic,61,292.8,Four-Door Car,Small
Oregon,13283.86446,Extended,132,950.4,SUV,Medsize
Arizona,6893.171997,Basic,68,326.4,Two-Door Car,Medsize
California,3966.129505,Basic,100,480,SUV,Medsize
Oregon,16548.85665,Extended,82,47.952426,Four-Door Car,Medsize
Oregon,5447.201066,Basic,68,114.743385,Four-Door Car,Small
California,4644.90392,Basic,63,94.958688,Four-Door Car,Medsize
California,5318.89664,Basic,67,321.6,Four-Door Car,Small
Arizona,2491.257604,Basic,65,329.206567,Four-Door Car,Medsize
Arizona,12296.49757,Basic,105,504,SUV,Medsize
California,6273.911874,Extended,86,412.8,Four-Door Car,Medsize
Nevada,6366.225775,Extended,80,384,Two-Door Car,Large
Oregon,6005.847375,Extended,86,412.8,Four-Door Car,Medsize
Oregon,11981.98481,Basic,62,257.248789,Two-Door Car,Medsize
California,11885.96797,Basic,105,756,SUV,Medsize
Arizona,17109.39447,Extended,213,363.865389,Luxury SUV,Medsize
California,4717.62873,Basic,61,439.2,Four-Door Car,Large
California,4778.682644,Basic,73,350.4,Four-Door Car,Medsize
Washington,2402.333284,Basic,61,439.2,Two-Door Car,Medsize
Nevada,13197.92893,Basic,68,326.4,Four-Door Car,Large
California,29232.69297,Premium,114,820.8,Four-Door Car,Small
Oregon,8509.850887,Basic,74,523.888845,Four-Door Car,Small
Arizona,4774.379355,Basic,73,525.6,Four-Door Car,Medsize
Nevada,9113.694323,Premium,112,322.046658,Four-Door Car,Small
Nevada,7663.871432,Basic,109,523.2,SUV,Small
Oregon,2599.968438,Basic,65,312,Four-Door Car,Medsize
Oregon,8819.018934,Basic,110,528,SUV,Medsize
Oregon,6857.519928,Basic,101,1021.719397,SUV,Medsize
Oregon,7109.341438,Extended,88,404.243868,Four-Door Car,Medsize
Washington,2842.822337,Basic,71,16.150175,Four-Door Car,Medsize
Washington,12846.4477,Basic,107,513.6,SUV,Small
Oregon,3498.773857,Extended,88,43.542559,Two-Door Car,Medsize
Oregon,6005.214792,Extended,76,364.8,Four-Door Car,Medsize
Arizona,4344.524462,Basic,109,523.2,SUV,Medsize
Arizona,25401.51859,Extended,91,236.63519,Two-Door Car,Medsize
Arizona,4466.977478,Basic,61,292.8,Four-Door Car,Medsize
California,7849.125533,Extended,97,284.49502,Four-Door Car,Medsize
Washington,4250.775183,Basic,108,308.953614,SUV,Medsize
California,6073.241952,Extended,89,427.2,Four-Door Car,Medsize
Arizona,6729.867925,Basic,103,741.6,SUV,Medsize
Arizona,2588.860221,Basic,65,312,Four-Door Car,Medsize
Oregon,7305.936433,Extended,91,14.386157,Four-Door Car,Medsize
California,8531.401125,Premium,105,108.025547,Four-Door Car,Large
California,8618.295865,Basic,72,345.6,Four-Door Car,Large
Oregon,4957.033603,Basic,62,400.959425,Two-Door Car,Small
California,12255.12414,Premium,177,1274.4,SUV,Medsize
Nevada,9624.938903,Extended,134,964.8,SUV,Medsize
California,7080.131872,Extended,97,465.6,Four-Door Car,Medsize
Arizona,7053.302737,Extended,89,31.356274,Four-Door Car,Medsize
Oregon,5365.54161,Basic,68,461.841879,Four-Door Car,Small
Oregon,4306.55935,Basic,111,180.346146,SUV,Medsize
California,5970.816921,Extended,81,583.2,Four-Door Car,Medsize
Oregon,8879.790017,Basic,113,528.20086,SUV,Small
Arizona,4458.113369,Basic,65,312,Four-Door Car,Medsize
California,5565.892477,Basic,70,311.514116,Four-Door Car,Medsize
Arizona,5813.242121,Basic,73,350.4,Four-Door Car,Large
Arizona,8365.963454,Premium,110,1263.325007,Four-Door Car,Medsize
Oregon,7275.921106,Basic,62,445.361629,Four-Door Car,Medsize
Nevada,15083.78498,Extended,126,331.847478,SUV,Small
Arizona,8458.912476,Basic,71,345.022359,Four-Door Car,Medsize
California,8010.968982,Basic,68,250.416569,Four-Door Car,Medsize
Oregon,2514.428561,Basic,69,374.399828,Two-Door Car,Small
Washington,4112.625047,Basic,71,569.761582,Four-Door Car,Medsize
Oregon,4369.697742,Basic,110,394.968488,Sports Car,Medsize
Nevada,7356.010439,Extended,92,392.695097,Two-Door Car,Medsize
Oregon,10656.88195,Extended,88,631.743039,Two-Door Car,Medsize
Arizona,5365.975978,Basic,70,283.849464,Four-Door Car,Medsize
California,6047.02516,Extended,76,364.8,Four-Door Car,Medsize
Arizona,2885.742441,Basic,72,515.122954,Two-Door Car,Small
Oregon,2635.148447,Basic,65,312,Four-Door Car,Small
Oregon,2413.888405,Basic,68,379.209349,Four-Door Car,Medsize
Nevada,8341.929905,Basic,107,342.832065,SUV,Medsize
Arizona,2487.256248,Basic,62,81.609951,Two-Door Car,Medsize
Nevada,9212.613275,Basic,115,115.400119,Sports Car,Medsize
California,16407.66461,Premium,109,160.338007,Four-Door Car,Large
Oregon,7017.145586,Basic,103,741.6,SUV,Medsize
California,5481.502923,Basic,68,177.948654,Four-Door Car,Medsize
Arizona,10382.38098,Extended,129,25.89566,SUV,Large
Arizona,5498.940679,Basic,73,350.4,Four-Door Car,Medsize
Nevada,4846.322223,Basic,72,518.4,Four-Door Car,Medsize
Oregon,14718.11779,Extended,93,446.4,Four-Door Car,Medsize
Nevada,9656.759549,Basic,72,345.6,Four-Door Car,Medsize
California,4466.101762,Basic,64,307.2,Four-Door Car,Medsize
Oregon,21423.63723,Basic,65,312,Two-Door Car,Medsize
Nevada,2531.73969,Basic,66,39.627399,Four-Door Car,Medsize
Arizona,8378.357502,Premium,106,60.227339,Four-Door Car,Medsize
Nevada,5093.007525,Basic,64,307.2,Four-Door Car,Medsize
Oregon,13352.56134,Premium,119,729.595208,Four-Door Car,Medsize
Oregon,14206.98091,Basic,73,355.558088,Four-Door Car,Medsize
Oregon,10232.85415,Extended,131,740.05751,SUV,Medsize
Washington,15435.68882,Extended,96,4.334425,Four-Door Car,Large
California,8641.046574,Basic,74,415.535724,Two-Door Car,Small
Washington,7334.915821,Basic,63,358.225234,Two-Door Car,Small
California,7462.926263,Extended,93,7.345946,Two-Door Car,Small
California,3635.028312,Extended,96,460.8,Two-Door Car,Medsize
Oregon,5525.836623,Basic,69,331.2,Two-Door Car,Small
Oregon,4335.353131,Premium,108,518.4,Two-Door Car,Large
California,4832.117309,Extended,139,1000.8,SUV,Medsize
Oregon,9267.920019,Basic,116,551.413755,SUV,Small
California,14700.49784,Extended,94,554.143798,Four-Door Car,Medsize
California,4905.127076,Basic,61,188.717606,Four-Door Car,Small
California,7289.297853,Extended,92,410.846025,Four-Door Car,Medsize
Arizona,8478.824155,Extended,77,12.603783,Four-Door Car,Medsize
Oregon,7952.836873,Basic,118,849.6,SUV,Medsize
Washington,2869.997625,Basic,71,340.8,Four-Door Car,Large
Oregon,10529.84867,Extended,131,472.850932,Sports Car,Medsize
Oregon,5497.659883,Basic,70,336,Two-Door Car,Medsize
Oregon,7090.468528,Extended,93,446.4,Four-Door Car,Medsize
Oregon,26416.25478,Basic,108,285.276083,SUV,Medsize
Oregon,2727.682464,Basic,68,407.68374,Four-Door Car,Medsize
California,11814.53241,Basic,102,489.6,Sports Car,Large
Arizona,4090.750678,Premium,102,423.819864,Two-Door Car,Medsize
California,5181.620895,Basic,64,307.2,Four-Door Car,Small
Oregon,6172.392406,Extended,84,403.2,Four-Door Car,Medsize
California,2487.358049,Basic,64,61.20919,Four-Door Car,Medsize
Arizona,13094.2046,Basic,109,96.212835,SUV,Large
Oregon,4688.459288,Basic,61,292.8,Four-Door Car,Small
Oregon,2703.466256,Basic,72,41.927219,Two-Door Car,Medsize
California,11315.20373,Premium,101,484.8,Four-Door Car,Medsize
Oregon,8679.838135,Premium,109,60.151529,Four-Door Car,Medsize
Arizona,5979.724161,Extended,76,547.2,Four-Door Car,Medsize
Oregon,10996.71336,Basic,104,748.8,SUV,Medsize
Arizona,11718.41696,Basic,73,439.361029,Four-Door Car,Small
Washington,42462.96794,Premium,281,1499.806352,Luxury SUV,Medsize
Oregon,6941.872931,Basic,111,532.8,SUV,Small
California,2551.314013,Basic,65,187.683707,Four-Door Car,Medsize
Nevada,10656.88195,Extended,88,631.743039,Two-Door Car,Medsize
Arizona,9333.333631,Basic,116,232.945977,SUV,Medsize
Washington,7507.455372,Basic,64,231.201886,Two-Door Car,Medsize
Oregon,5320.081159,Basic,66,213.574473,Four-Door Car,Medsize
California,8609.158215,Basic,107,289.040734,SUV,Medsize
Washington,12298.6863,Basic,113,542.4,SUV,Medsize
Oregon,7285.030983,Basic,61,386.031248,Four-Door Car,Small
Nevada,6714.070698,Extended,93,604.270179,Two-Door Car,Small
Arizona,2810.464447,Basic,71,340.8,Two-Door Car,Medsize
California,15320.37177,Extended,126,720.054248,SUV,Medsize
Oregon,8488.561363,Basic,70,440.268527,Two-Door Car,Medsize
Arizona,2379.195759,Basic,66,90.989464,Four-Door Car,Medsize
Oregon,13334.26763,Premium,170,780.990942,SUV,Medsize
Oregon,3123.080994,Basic,101,960.115399,SUV,Large
Washington,2382.706153,Basic,65,312,Four-Door Car,Medsize
Oregon,7812.889738,Basic,66,316.8,Two-Door Car,Small
California,14024.35839,Premium,115,256.43803,Four-Door Car,Medsize
Arizona,5334.784887,Basic,68,109.112713,Two-Door Car,Small
Oregon,9700.35416,Extended,138,993.6,SUV,Medsize
California,5703.288862,Basic,72,323.836677,Two-Door Car,Medsize
Arizona,4280.747008,Basic,110,528,Sports Car,Medsize
Arizona,3398.052277,Basic,101,1183.780098,SUV,Medsize
Oregon,11044.10847,Basic,70,200.768848,Four-Door Car,Medsize
Oregon,3237.996209,Extended,83,326.281835,Four-Door Car,Medsize
California,25805.26839,Extended,82,393.6,Two-Door Car,Medsize
Oregon,17497.52201,Basic,73,350.4,Two-Door Car,Medsize
Arizona,22261.0224,Basic,71,339.42418,Four-Door Car,Medsize
California,9006.598402,Extended,86,412.8,Four-Door Car,Medsize
Oregon,9904.977027,Basic,66,475.2,Four-Door Car,Small
California,7432.203079,Basic,102,1037.274096,SUV,Medsize
Arizona,8150.573759,Premium,114,1310.46158,Four-Door Car,Small
California,4956.247235,Basic,63,247.402353,Two-Door Car,Medsize
California,6537.051379,Basic,100,720,Sports Car,Medsize
California,9448.833931,Basic,117,516.907624,Sports Car,Medsize
Arizona,7519.133631,Extended,95,185.355353,Four-Door Car,Medsize
California,2409.368488,Basic,66,316.8,Four-Door Car,Medsize
California,17041.4383,Basic,64,455.191595,Four-Door Car,Medsize
California,4398.047053,Basic,62,382.067564,Four-Door Car,Medsize
Oregon,5470.060561,Extended,138,702.990032,SUV,Medsize
Oregon,3173.032243,Premium,101,484.8,Four-Door Car,Small
California,13258.17973,Basic,184,1324.8,Luxury SUV,Medsize
California,13045.37088,Premium,190,1654.202174,SUV,Medsize
California,2560.691306,Basic,65,312,Four-Door Car,Medsize
Nevada,3387.77901,Extended,88,422.4,Four-Door Car,Medsize
California,6439.330195,Extended,93,669.6,Four-Door Car,Medsize
California,7078.948599,Extended,90,252.938842,Two-Door Car,Large
California,2417.763236,Basic,65,468,Four-Door Car,Medsize
California,20492.7355,Premium,102,489.6,Four-Door Car,Medsize
California,7805.31287,Basic,106,508.8,SUV,Small
California,22062.54841,Extended,225,1620,Luxury Car,Medsize
Arizona,11218.44173,Extended,93,19.170855,Two-Door Car,Medsize
Arizona,5427.484591,Basic,68,234.393625,Two-Door Car,Medsize
Arizona,2592.437797,Basic,65,312,Four-Door Car,Small
Oregon,2601.351096,Basic,71,17.029835,Two-Door Car,Medsize
Arizona,8433.228985,Basic,72,38.513959,Two-Door Car,Large
California,2967.670797,Extended,76,178.839506,Four-Door Car,Large
Oregon,5380.091626,Basic,74,59.026302,Four-Door Car,Medsize
Oregon,8059.893671,Basic,68,244.727144,Four-Door Car,Medsize
Nevada,8444.840217,Basic,109,501.83778,SUV,Small
Washington,9655.442955,Basic,100,720,SUV,Medsize
California,8178.235107,Basic,102,489.6,SUV,Medsize
Oregon,2353.179121,Basic,66,501.153571,Four-Door Car,Medsize
California,8058.659713,Basic,101,484.8,SUV,Medsize
Oregon,8012.365866,Basic,67,355.198918,Four-Door Car,Medsize
Nevada,16473.16905,Basic,106,508.8,SUV,Medsize
Arizona,5907.151868,Extended,81,390.161912,Four-Door Car,Medsize
California,8257.666512,Basic,73,424.330166,Four-Door Car,Medsize
California,4954.292104,Basic,65,312,Two-Door Car,Medsize
Washington,43026.52149,Basic,119,222.032326,SUV,Medsize
Oregon,3794.964613,Premium,105,504,Four-Door Car,Medsize
Arizona,2537.383207,Basic,64,50.359627,Four-Door Car,Medsize
Oregon,8026.04923,Basic,109,898.430079,SUV,Medsize
Nevada,7786.676381,Extended,97,378.5566,Four-Door Car,Small
Washington,5256.923177,Basic,65,225.045919,Four-Door Car,Medsize
Arizona,8256.2978,Basic,69,159.383042,Two-Door Car,Medsize
Nevada,2453.336242,Basic,70,449.601961,Two-Door Car,Medsize
Washington,4312.769798,Basic,111,413.002348,SUV,Medsize
California,5556.91458,Basic,72,345.6,Two-Door Car,Medsize
Washington,8693.995589,Basic,110,787.88953,SUV,Medsize
California,11830.95192,Premium,146,503.144025,SUV,Small
Washington,4506.485006,Premium,115,611.941558,Four-Door Car,Medsize
Washington,4159.593921,Basic,62,446.4,Two-Door Car,Medsize
Washington,4462.445111,Basic,112,536.481665,SUV,Large
Oregon,2515.259002,Basic,63,453.6,Four-Door Car,Small
Arizona,8007.399376,Basic,112,537.6,Sports Car,Medsize
Washington,9901.278118,Extended,134,643.2,SUV,Small
Washington,12282.84085,Premium,155,388.148089,SUV,Medsize
Washington,44468.02303,Extended,127,1428.972913,SUV,Medsize
California,8184.585992,Basic,103,162.199584,SUV,Medsize
Oregon,16007.94954,Extended,133,638.4,SUV,Small
Arizona,6361.845408,Extended,88,110.527627,Four-Door Car,Medsize
California,8736.501241,Basic,112,1169.409787,SUV,Medsize
Arizona,4334.064096,Extended,123,590.4,SUV,Medsize
Arizona,4376.363592,Premium,111,60.036683,Four-Door Car,Medsize
California,9294.088719,Basic,116,556.8,SUV,Small
California,2543.003943,Basic,65,312,Four-Door Car,Large
Washington,6582.450781,Basic,62,297.6,Four-Door Car,Medsize
California,4686.469674,Basic,118,566.4,SUV,Medsize
Nevada,14325.15261,Extended,136,652.8,SUV,Medsize
California,12743.35175,Basic,64,99.674341,Four-Door Car,Large
California,2434.08581,Basic,68,271.489602,Four-Door Car,Medsize
Oregon,25107.09812,Basic,73,350.4,Four-Door Car,Small
California,13432.00289,Basic,118,118.538444,SUV,Medsize
California,2753.780996,Basic,73,298.671049,Four-Door Car,Medsize
Nevada,8653.302322,Basic,113,586.390393,SUV,Medsize
Oregon,7057.888812,Extended,90,432,Four-Door Car,Large
Oregon,5906.940238,Basic,74,128.21198,Four-Door Car,Medsize
Nevada,2937.424534,Basic,73,332.693627,Two-Door Car,Medsize
California,4974.235309,Basic,70,336,Four-Door Car,Medsize
Oregon,4268.618821,Basic,110,528,Sports Car,Medsize
California,4601.913754,Basic,115,552,SUV,Medsize
Arizona,2404.633766,Basic,62,297.6,Four-Door Car,Small
California,7638.442811,Extended,95,250.323257,Two-Door Car,Small
Nevada,4623.624811,Basic,117,561.6,SUV,Medsize
Oregon,5470.181751,Basic,69,746.107437,Two-Door Car,Medsize
Oregon,4999.34581,Basic,68,159.631303,Four-Door Car,Large
Arizona,15956.51879,Extended,132,98.206649,Sports Car,Small
Arizona,9275.681452,Premium,119,571.2,Two-Door Car,Small
Arizona,7595.335237,Basic,104,499.2,SUV,Small
Arizona,24258.71383,Extended,89,538.689882,Two-Door Car,Medsize
Washington,24636.96719,Basic,103,162.662641,Sports Car,Medsize
Washington,2810.464447,Basic,71,340.8,Two-Door Car,Medsize
Oregon,2337.356699,Basic,65,468,Four-Door Car,Small
Oregon,4668.043154,Basic,117,561.6,SUV,Medsize
California,10972.06778,Extended,137,657.6,Sports Car,Medsize
California,34611.37896,Basic,109,523.2,Sports Car,Medsize
Arizona,2478.833596,Basic,63,133.90029,Four-Door Car,Large
Washington,26197.41498,Basic,113,542.4,SUV,Large
California,6282.079645,Extended,80,56.39419,Four-Door Car,Small
California,10954.38352,Extended,135,526.248798,SUV,Medsize
California,3164.378577,Extended,92,662.4,Two-Door Car,Medsize
Oregon,7804.597655,Premium,117,91.055318,Four-Door Car,Medsize
California,5207.197499,Basic,65,312,Four-Door Car,Medsize
Oregon,2886.451602,Extended,78,486.278557,Four-Door Car,Large
Arizona,2483.642397,Basic,62,54.961039,Two-Door Car,Medsize
California,4896.261605,Extended,139,1000.8,SUV,Medsize
Oregon,4928.001408,Basic,67,279.184512,Two-Door Car,Medsize
Arizona,8759.592518,Basic,116,556.8,Sports Car,Medsize
California,11281.52451,Extended,139,601.667902,SUV,Medsize
Nevada,4315.6705,Basic,106,70.958361,SUV,Small
